id,name,artist_id,,,,
530141,I Will Love Again,ARK4H5K1187B992F74,,,,
104765,White Trash ......,AR06EB01187FB40150,,,,
695158,Murskapunkkia,ARKPDBH1242077DEB1,,,,
509770,Canci����,ARBJSO81187B9BA09B,,,,
223779,The Man from Snowy River,ARRC2JF1187B9B6A93,,,,
466577,One World One People,ARNIFX51187FB418EA,,,,
148547,Tales Of Wonder,ARCCRTI11F4C845308,,,,
423012,Waterbed Hev,ARNVH8S1187FB52F86,,,,
7133,The Best Of Both Worlds,ARNLO5S1187B9B80CC,,,,
358442,Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness,ARTDQRC1187FB4EFD4,,,,
15567,Things Falling Apart,ARK9TRQ1187B99C095,,,,
413222,Your Funeral... My Trial (2009 Digital Remaster),ARODBRG1187FB3FD99,,,,
80578,Oasis of Love,ARMBYRO1187FB57419,,,,
26902,60's Triple set,ARWY7I71187FB36C3D,,,,
633532,Yeah.  Well_ Anyway....,AR6Y22S1187B99906F,,,,
435830,Un Titre de Toune,ARI5P4N1187FB3F44D,,,,
495734,Live Inferno,ARYPWUK1187B98ACED,,,,
664484,Vendredi 13 - 1981,ARW63KF1187B98AC48,,,,
112851,Unconditional Love,AR8H87D1187FB3A841,,,,
200689,The Very Best Of,ARLWR721187B9A03C9,,,,
682725,Country Lovers. Vol. 3,ARF4V431187FB3AA41,,,,
287804,Affirmation,ARBGWMW1187B9AEA3E,,,,
220917,Lullabies To Paralyze,AR6G4V01187B9AD086,,,,
629785,It's War Again,ARVQ4QM1187B98AD95,,,,
11305,The Singles,AR9AM2N1187B9AD2F1,,,,
4967,What You Thought You Heard,AR9XEVF1187B99D017,,,,
325335,Daddy Don't Disco,ARCFOZ71187FB43A0D,,,,
82932,15 Exitos Vol. 2 Flor Silvestre,ARHFEBO11F50C4825A,,,,
401583,Le top du p����,AR107SB1187B9A79F9,81dcdddfd5ad4a2397d6d83a477a2b07,,,
8552,Malpractice,ARXWAQQ1187B9AE954,,,,
217058,20 Suosikkia / Rilluttele y�,ARL6XZC1187FB3936E,,,,
489673,The Fabulous Eddie Cantor,ARSDSMG1187B98CB59,,,,
475992,Grim Prospects Remixes - Grim Prospects Will Never End,AR3WMW01187B9921F7,,,,
495041,The Incredible Kai Winding Trombones,AR3C3C01187B98E800,,,,
225610,Staying on the Watch,ARDD9UN1187B98D3A7,,,,
473710,Openbare Weg,ARJGNV61187B98F3B5,,,,
710902,Tip World Singles 2000,ARSVI4L1187B996181,,,,
341940,Praise Him...Live!,ARVJ0JK1187B98C9C0,,,,
766444,Spontanous Combustion,AR4PCIG1187B98D07D,,,,
432406,From All Sides,AR1RHCO1187B9AF0BF,,,,
546663,Maurice Chevalier  The Essential Collection Vol 1,AR1X2H01187B98CCF2,,,,
548374,Dave Pearce Best of the Dance Years 1988 - 1992,ARBQBZV1187B99D29E,,,,
704183,The Equinox,AR9ODB41187FB459B2,,,,
307618,Timeless,ARF3GX71187FB3EB66,,,,
784530,Feel Good All Over: Anthology 1970-1976,AR3PN3R1187FB4CEBD,,,,
534470,13th And Pine,ARYWCFZ11E2835CFDD,,,,
599659,Call Tyrone,ARUT16P1187FB532A4,,,,
372122,Final Vinyl,AREOGMA1187B9908EF,,,,
577023,Fifteen Poems By Dylan Thomas,AR4ABL21187FB3913A,,,,
572855,The Early Tapes 1975-1976,AR8YV1I1187FB45D2B,,,,
523481,Legacy,ARR9XGB1187B9912E6,,,,
219943,Louie Bluie Film Soundtrack,ARBKUS51187B98A3AC,,,,
266932,Donny Hathaway,ARTB5PP1187FB523B7,,,,
514801,Canciones De Amor De Miguel Gallardo,ARXFQDY1187B9AAF1E,,,,
421962,Irfan_ le h��,ARVEJ9M1187FB4DC44,,,,
502384,What up Detroit,ARTHEAP122BCFCD0B2,,,,
254792,Peterbilt Angel,ARQESNI1187FB511EE,,,,
138320,Homemade Ice-Cream,ARCZ20M1187FB49687,,,,
722546,White Feather,ARDF8K01187FB37200,,,,
46647,Can We Go Home Now,AR11NP91187B9901B4,,,,
547104,In North Carolina,ARBZAIL1187FB5B1C8,,,,
683402,Wintertime,ARWXHRS1241B9C7A1E,,,,
128198,Electropop,ARV1P811187FB3CFC6,,,,
818344,DUMB: 4-track cassette recordings (1987),ARIU0MA1187B98D36F,,,,
762520,The Hit List,ARB4D891187B9954F7,,,,
293668,Underneath,ARQOC971187B9910FA,,,,
117983,99 Monkeys,AR19SOA1187B98F6E6,,,,
6949,Nothing Else Matters,ARTDBI61187FB48479,,,,
735425,A Tribute to The American Horse,ARSE6YI1187B9B9CD2,,,,
158078,Mis Momentos,AR6C8EJ1187FB3F473,,,,
199953,Mish Mash_ Le Blues European: Musique Slave Et Klezmer,AROI96Z1187B9A5304,,,,
329135,In this Life,ARIOSKN1257509BCE1,,,,
276924,Best Of Maxi Priest,ARI0PUX1187FB3F215,,,,
193554,Signify (Special Edition),ARYO9BU1187B9ADA88,,,,
409813,Bravo Alayki Rare recording,ARZ507V1187FB4425E,,,,
440990,In Your Honor,AR6XPWV1187B9ADAEB,,,,
302176,Essential R&B Hit Selection,AR6PJ8R1187FB5AD70,,,,
124344,20 Suosikkia / Rautalankaklassikot / Kolme kitaraa,AR4CG3B1187FB5B861,,,,
762519,Talk To Your Daughter,AR7BMMV1187FB5B2D7,,,,
177029,American Songbook - Bacharach,AREYIHC1187B99CE0B,,,,
517150,Nha Vit��,AREEMIN11F4C848971,,,,
512234,Gira Me Ver����,ARBJSO81187B9BA09B,,,,
517488,Scarcity,ARBGJLS11F4C83D4B9,,,,
776019,Fire,ARVNDLR1187B99CA1B,693634bc3631216c84ba92de172677de,,,
696947,Hanging On (Premiere Performance Plus Track),AR5LZJD1187FB4C5E5,,,,
477268,Grim Prospects Remixes - Prospects Are Getting Grimmer,AR3WMW01187B9921F7,,,,
281713,Snowflakes,ARAEX7Y1187FB42D36,,,,
492999,The Out Sound From Way In!,ARK2G5U1187FB46B34,,,,
120640,El Fuego De Dentro,ARTB56G11C8A41569D,,,,
789426,No Control,AR0GGKI1187FB391D5,,,,
785362,Pentagrammaton,ARZEWUR1187FB53DC8,,,,
298921,Pianissimo,AR89DTT1187B9A7ED5,,,,
162273,Milan Milan,ARTHKKA122BCFCBF58,,,,
605167,Auralux Reggae Showcase,ARJDMBO1187B9AD118,,,,
474726,Heaven,ARYJSY01187B9B7C65,,,,
364642,Up Above My Head,AR77FBJ1187FB49D8D,,,,
307651,Pearl Jam,ARFVYJI1187B9B8E13,,,,
614890,Take A Look,ARBM4TC1187FB5CE98,,,,
538734,Crack The Skye,ARMQHX71187B9890D3,,,,
767591,Behind The Blue,ARYXJ5A1187B9B9E56,,,,
554760,Matumago X Press,ARULHJM1187B997004,,,,
528941,The Best of DJ Quik - Da Finale,AROTIMO1187FB532BF,,,,
293622,RCA Country Legends,AR0X3JJ1187FB3A9A7,,,,
472444,LOOK (Original Motion Picture Soundtrack),AR035N21187FB3938E,,,,
763206,Relax,ARA0H5U1187FB47949,,,,
239244,Joy In Our Hearts - The Gospel Side Of The Jordanaires,AR358YS1187FB44A29,,,,
329967,Enjoy!,ARANOZN1187B9B373E,,,,
71267,A Nite On The Strip - Live,ARHONG11187FB3B120,,,,
282150,Boo-Tay,ARRA2F91187B9B4061,,,,
46723,The Best Of Shelley Fabares [Digital Version],ARSGZ3J1187FB3E610,,,,
575880,In London_ In Love,ARMQ32V1187B9999F3,,,,
539974,Of My Times,AR8EDG51187FB41A08,,,,
558289,Venus Envy,AR1GYND1187B9A9CD3,,,,
275722,Freddy's Favorites: The Best of A Nightmare On Elm Street,AR1PCLK1187FB5BBFF,,,,
179267,Bitter Suites to Succubi,ARF0W6Z1187B9AC325,,,,
517634,Manila Nights,ARWGIOC1187FB4CBEF,,,,
686750,Snapshot,ARZHLNX1187FB4B8E7,,,,
766687,End Of The Road - Single,ARC25S11187B993923,,,,
545429,7 Miles,ARKE8PP1187B997DD4,,,,
15567,Things Falling Apart,ARK9TRQ1187B99C095,,,,
789959,Os so�����,ARGTUWC1187B9904A0,,,,
259476,Leland Martin,ARFS01P1187B9A395A,,,,
534031,For Screening Purposes Only,ARGWIHH1187B9A79B0,,,,
23134,Endless,AR5MK521187B98E0B8,,,,
220650,That Which Does Not Kill You...Can Only Make You Stronger : Three Way Split,ARU22AM1187B9961EA,,,,
515188,Break The Night,ARTB56G11C8A41569D,,,,
237520,Texas Songster,AR93RTI1187B98ECFB,,,,
64434,The Scott Wesley Brown Collection: A Library of 35 Favorite Songs,AR9AN471187B99E0DA,,,,
512027,Seu Olhar N���,ARAR4YH1187B98BF2A,,,,
737947,Never Be Scared / Don't Be A Hero,AR567PN1187FB4B4F2,,,,
495799,S'Wonderful Movie'n Bossa,ARYKF861187B99C74B,,,,
245279,Time and Space,AR4K59J1187FB3759B,,,,
264857,Death ... Is just the beginning Vol.4,ARLSF8H1187B9A76B0,,,,
23178,Live In Tokyo,ARDG9Z71187B997023,,,,
52141,Dark Days In Paradise,AR56P361187B9AC4DB,,,,
755756,Une petite pause,ARDDHGI126E2B3AA76,,,,
53826,The B52's,ARVML631187B99E90D,,,,
215830,Moments,ARBKMHZ11F4C843491,,,,
754188,Punk International,ARD3LXU1187B9ABFC5,,,,
279702,Forever,ARXOTQH1187FB57084,,,,
409251,Breaks_ Beats & Blondes,ARMG6K31187FB55677,,,,
646806,Reiki - Spiritual Fitness_ Relaxation and Chakra Meditation,ARFUSID1241B9C9462,,,,
603055,Peace At Last - EP,ARC6UC81187B989062,,,,
435050,Alright_ Still (Deluxe),ARKZJ301187FB521B2,,,,
340310,Light Flight - The Anthology,ARVKAWO11F50C47C9A,,,,
752185,This DJ,ARHXBJI1241B9C8B7F,,,,
667517,Zlatni hitovi '90 1,ARTFLEU1269FCD1FE3,,,,
150501,Miles To Miles,AR0LVFQ1187B9A84E0,,,,
105115,RoadKillOvercoat,ARU9KWP1187B98B2A7,,,,
142192,Addressing The Nation With The Blues,ARZ05QG1187FB3843E,,,,
296995,Lagrimas Negras,ARTEGHH1187FB435C8,,,,
146503,Surprise,ARASSX21187FB528B7,,,,
223472,Apogee,ARRH2S81187B98C8AA,,,,
457879,Bone To Pick,ARSF4161187B9B449F,,,,
816840,Strictly Trucking,AR87OXB1187FB39E0B,,,,
319844,Music Of The Brazilian Masters,ARCLCFS1187B9AE476,,,,
333103,To Live Alone,ARWAPYC1187FB3FCAF,,,,
775316,PeeBoy EP,ARILV5E1187B9959C8,,,,
599989,The Way West,ARHSAFX1187B98E89A,,,,
80339,Suburban,ARGR9FY1187FB4D0E7,,,,
624887,Hitzone 49,ARVG4OK1187B9B6BD3,,,,
726003,Il meglio di Gloriana,ARGCY1Y1187B9A4FA5,,,,
811387,Za Solntsem Vsled,ARYFROT1187B9B78C2,,,,
460988,Time Will Tell,ARIN12F1187FB3E92C,,,,
590998,4 Day Tornado,ARMZ4PD1187B9ACBCD,,,,
509285,Ao Vivo,AR0CWSC1187B9AFE3F,,,,
2016,The Altogether,ARD5K161187B9AC784,,,,
74586,Strength & Loyalty,ARUZRFN1187B98AC05,,,,
312976,Kivenkantaja,ARSTH0R1187B98951E,,,,
160605,Straight Outta Compton,ARSL5SP1187B9A7AE0,,,,
282493,Live at the Grand Olympic Auditorium,ARCE0H01187B9AF741,,,,
161810,Take One More Chance With Me,ARW4AGO1187FB4F107,,,,
559004,Revolutions Per Minute,ARZWK2R1187B98F09F,,,,
681616,Psycho Drama,ARDOOH01187B991055,,,,
405643,Issues,ARMBTFC1187FB56343,,,,
152247,Britten: Orchestral Works,ARBH0MS1187FB36311,,,,
644965,I Need You Now,ARTXEZN1187B9B8190,,,,
64098,Aliens - The Deluxe Edition,ARBM57Q1187B9AF97C,,,,
570488,Mind Control,ARED2DG1187FB3CB4D,,,,
223563,Call of the Mastodon,ARMQHX71187B9890D3,,,,
466577,One World One People,ARNIFX51187FB418EA,,,,
785416,Live From Dublin,AREW1KO1187B98E42E,,,,
53563,Window In The Skies,ARUJ5A41187FB3F5F1,,,,
508052,Nuestra Tradici�,ARE2BVT1187B9AC9A2,,,,
282711,Untitled,ARMBTFC1187FB56343,,,,
443790,Bahamian Songs,AR97EHA1187B98AD5F,,,,
708314,A Jerome Kern Songbook,ARFTMGO1187B9A777A,,,,
27997,Extreme,AR5J8XN1187B9B712E,,,,
263915,L'enqu������,AR4B3RX1187B9A868A,,,,
585535,Tales From The Sick,ARE1N571187B98A47D,,,,
428274,Jerry Butler Selected Hits Vol. 4,AR8XG9J1187FB418C1,,,,
150354,L'essentiel 2003,ARHSS201187B98A8CC,,,,
556140,No Regrets,AR02PUA1187FB52574,,,,
314,Sleeping With Ghosts,AR6892W1187B9AC71B,,,,
157419,Miscelanea,ARGNGRI11E2835D567,,,,
448373,500,ARQDYV0119B866800F,,,,
146292,Virtuous Woman,ARN5W1B1187B98BE10,,,,
509726,De Musica Ligera,ARBJSO81187B9BA09B,,,,
467695,My Soul Speaks,ARETCTY1187FB4C033,,,,
287672,Candy From A Stranger,ARQXR6R1187FB46FD6,,,,
662561,Music For Christmas Lovers,ARP8TSJ1187FB54852,,,,
206882,Exclusively,AR3PN3R1187FB4CEBD,,,,
493266,Country Masters Vol 1,ARQGYP71187FB44566,,,,
577462,Ultimate Happy Hardcore 3,ARHVU591187B99F46A,,,,
611258,Dirty Harriet,ARV2V751187FB4330F,,,,
293884,Run DMC,ARX9YIP1187B98A656,,,,
47335,Love That Bert Kaempfert,ARPPURC1187B990FB7,,,,
692436,Please Help Me I'm Fallin',AR0X3JJ1187FB3A9A7,,,,
783225,Pink Chokolate!,ARYECMK1187FB5C081,,,,
386120,Made In Hong Kong (And In Various Other Places),AR74Q3R1187B9B24C3,,,,
63865,Blue Velvet,AR1PCLK1187FB5BBFF,,,,
582102,Windsor Strings,AR0G47L1187B98CC6D,,,,
165664,Samambaia,ARKUP6H1187FB3F8E3,,,,
762292,Disconnected,ARHRP6Q1187FB3F016,,,,
128122,Discovering The Waterfront,AR10USD1187B99F3F1,,,,
532741,Myth Takes,ARTW7I31187B9A4CA9,,,,
530802,The Last Living American Marxists,ARQCMZ01187B99342C,,,,
327425,Greatest Hits,ARSZ6MA1187FB43D29,,,,
171820,Coda,ARDIBRT1187B9AF176,,,,
382970,The Pink & The Lily,ARY80281187FB3E380,,,,
663608,20 Greatest Hits,ARXSPYZ1187B98972A,,,,
216819,Coastal,ARR2TI31187FB380FE,,,,
281210,Once More,ARNILB71187B99EC88,,,,
495430,Harry / Silent Mother Nature,AR0OEYB1187FB4A81E,,,,
99987,Hai Shava,ARH4N0N1187FB3E1F1,,,,
662558,Get Ready To Roll,ARDQO721187FB3C6D9,,,,
375715,Love From&The Rat Pack,ARIFGKC1187B9B04D5,,,,
380099,STRATA,AR4IWYN1187FB47DF6,,,,
60518,Love Among The Young,AR9YQN31187FB45B34,,,,
345570,Ministry of Sound Presents 100,ARV3IN31187FB4AAAE,,,,
441344,Cinema Do Mar,ARCID1N1187FB51DA0,,,,
287318,Essential Igor Stravinsky,ARKCTSM11F4C83C839,,,,
285631,Echoes,AR7JBP41187FB3EA8A,,,,
150516,Talento,ARAHQDS1187FB55275,,,,
332859,Dreamboats & Petticoats 2,ARALP6I1187B989E27,,,,
79227,Voices of Angles - Christmas Favorites from the American Boychoir,AR23EC41187FB4805D,,,,
555209,Cream Trance Anthems Ibiza 2009,AR8JSAL1187FB3CE7E,,,,
512607,Northern Downpour,ARL6FF81187FB5A916,,,,
331289,Love Is A Sometimes Thing,AR9EZGO1187B9A401F,,,,
552899,Guidum,ARLDW6Z1187FB3F2A0,,,,
34505,Disque Path�,ARKA2YS1187B9A4060,,,,
355081,Oh My God,AR1QXAQ1187FB47FAC,,,,
51405,A Classic Christmas,ARKSBCO1241B9CE46E,,,,
711137,Road House,AR76DOS1187FB5AE78,,,,
291030,Thisia Live,AR4OHL91187B9B2EB9,,,,
160060,Bebop Moptop,AR6QQY41187B990574,,,,
569125,Bach: Organ Works Vol.2,ARN8NCB1187FB49652,,,,
816238,Dance Tribute to Lady Gaga Vs Black Eyed Peas,AREHMUC1187B98B91B,,,,
650697,EQUALIZE,ARXG6L11187FB5695E,,,,
570453,King Of Myself,ARO2EDF1187B993BD8,,,,
296873,Seasons Of The Soul,ARU0HTX1187B98B4C6,,,,
163436,Realive Tour 2002 -Odoranya Son Son- in Tokyo,ARVMPJC1187FB3B954,,,,
424081,Steady On,ARDW5AW1187FB55708,,,,
755801,Music Cafe,ARHNL9K1187FB5730C,,,,
249138,The Building,ARD7TVE1187B99BFB1,,,,
307477,Just Want You To Know,AR3JMC51187B9AE49D,,,,
627950,Live! At The Royal Albert Hall,ARPBNLO1187FB3D52F,,,,
298719,At Last... The Duets Album,AR9AWNF1187B9AB0B4,,,,
281563,Daktilika Apotipomata,AROGWRA122988FEE45,,,,
671475,A Christian Christmas Celebration (Gift of Love),ARMBR4Y1187B9990EB,,,,
251703,Leave Home,ARQ9BO41187FB5CF1F,,,,
274876,Salt In NYC,ARKULSX1187FB45F84,,,,
282933,Shakespeare in Love - Music from the Miramax Motion Picture,ARI2JSK1187FB496EF,4be6fb370b7862a20b21554697777fb8,,,
338931,Oh Mein Papa,AREDBBQ1187B98AFF5,,,,
488293,Simply Glad,AR7ZKHQ1187B98DD73,,,,
173863,Trial and Error,ARBGXIG122988F409D,,,,
300163,Rumbas Sin Fronte Ras,AR7SMBG1187B9B9066,,,,
726003,Il meglio di Gloriana,ARGCY1Y1187B9A4FA5,,,,
102907,Wild Rose,AR36F9J1187FB406F1,,,,
464781,Kutt Free,ARNNKDK1187B98BBD5,,,,
546323,Ten Tonne EP,AR62SOJ1187FB47BB5,,,,
542173,Wildflowers,ARBEBBY1187B9B43DB,,,,
293755,Puccini: Highlights From La Boheme,ARDR4AC1187FB371A1,0,"""ARV5L3X1187FB4A535"",""ARFYXXA1187B995861"",""AROJJNH1187B9AD449"",""ARMHAYW1187FB5B30B"",""ARAWLGT1187B9AB3ED"",""AR3AIEI1187B992D8D"",""ARK7ZPW1187B99C170"",""AR8W7MS1187B98CF70"",""AR5R7791187FB3A8C3"",""ARU8X4I1187B996119"",""ARTKTMQ1187B9B25EF"",""AREM2FA1187B9BA2EA"",""ARCHA3V1187FB4230D"",""AR04M671187B98D51F"",""ARGV2PR1187B9AD702"",""ARQJHE51187B9974CC"",""AR9B27U1187FB4FD67"",""AR4K7X81187FB4BEAD"",""AR3ZYST1187B9B0707"",""ARBHWJ11187B99653C"",""ARKSBCO1241B9CE46E"",""ARDWFMH1187B9B2C2F"",""ARUGBFS11F50C506F3"",""AR880Q01187FB556B2"",""ARW25O21187B991492"",""ARKMCAP11F50C506F0"",""AR2CXDY1187B9B4EA8"",""ARLCIHU12454A2E1B7"",""ARACLVH12454A2E1B1"",""ARTYPFE12454A2D811"",""ARVFIOL12454A2E1B3"",""ARRXL4I1187B9AC23B"",""ARJVQQE11F50C506EF"",""ARTB0OR1187FB56822"",""ARPJBHS12454A37FAB"",""ARPDCGN11F50C506F2"",""ARB3F6E1187B99F3E5"",""ARYXSDB11F50C506F1"",""AR7IYWW1187FB483F6"",""ARB3AZM1187B9B67C6"",""ARGVL871187B9A2CAB"",""ARWZASJ12454A4CF8A"",""ARXAO331187B9A2719"",""ARYFMYB1187B993AD5"",""ARTG6V61187FB424A7"",""ARAJCVN11F4C840C5B"",""ARSUCUV12B68CA0A28"",""ARRWG5W1187B9ACC73"",""ARZCCGL11F50C4B67E"",""ARQR8OU1187FB43C13"",""ARAFPAN11E2835CE71"",""ARRLWTB124549A3D0F"",""ARWENA51187B9A6A3E"",""ARROQ2W1187B9994F6"",""ARFUCTS11F50C506F5"",""AR065LZ119B86696C4"",""ARUG0051187FB38380"",""ARIXXLP11F4C8405C2"",""ARKTUPM12454A47EF2"",""ARLVU821187B998BC2"",""ARYJRJR11F50C50838"",""AROALQZ11F50C50837"",""ARKO0XK1187B9B8311"",""ARL4ZXR1187FB51B7B"",""ARJTFFG12454A4732A"",""ARQMYNT12454A4296C"",""ARPJXQR12454A47ED9"",""AR6XONI1187B98DD54"",""AROVUWC11F50C507D4"",""ARETXVP1187FB3C5C1"",""ARXCEZY1187B9B4726"",""ARCGREH1269FCD4446"",""ARV481W1187FB38CD9"",""ARWEKL81187FB37B3E"",""ARBCLXA12454A43795"",""ARQRWBQ11F50C509FC"",""ARLAECC1187FB45F25"",""ARI6OUG1187B989234"",""AR4RFNE1187B9AD120"",""ARZNC6V1187B98F5AC"",""ARFKBNE12454A52721"",""ARCMILN12454A482D1"",""ARMZDMS1250941224E"",""ARDFDAN12454A4CB70"",""ARVHGZK12454A4CB6C"",""ARFMHCA12454A4CB69"",""ARB78XA1187B9A64D2"",""AREDW1C1187B9ACAC2"",""ARHDMOP11F50C50748"",""ARJMB691187FB54124"",""ARZ78VU1187FB4C54E"",""ARWAKWI12454A43785"",""ARWLUFQ12454A48426"",""ARNPPSM12454A47EC4"",""ARQKQQS12454A4296B"",""AROMLCI1187FB4C6E7"",""ARTEKOO12454A37AC6"",""ARULLCA12454A47320"",""ARLJMVH12454A4731B"",""ARETQMA11F50C507D5""","""symphonic rock"",""opera"",""bel canto"",""pop rock"",""female vocalist"",""rock"",""classical"",""pop"",""spanish"",""vocal"",""beautiful"",""romantic"",""female"",""classic"",""big band"",""diva"",""soprano"",""christmas music"",""modern"",""beautiful voices"",""ferclasica"",""classical crossover"",""holiday"",""female opera singer"",""classic drift""",8e9494dabd28610f71603e6ee882ef0d
555533,Mucho Pucho,ARAGB2O1187FB3A161,,,,
339485,Get Your Head Stuck On Your Neck,AREDL271187FB40F44,,,,
615284,American Legend,ARP6N5A1187B99D1A3,,,,
769648,Sonneries tyroliennes,ARGSAFR1269FB35070,,,,
772527,Northern Blue,ARULZCI1241B9C8611,,,,
92936,. . . Till Then,AR0IAWL1187B9A96D0,,,,
272703,Platinum Line Renaud,ARJIE2Y1187B994AB7,,,,
56617,Live At Fillmore West [w/bonus tracks],ARLTWXK1187FB5A3F8,,,,
282914,Whaler,ARNF6401187FB57032,,,,
186934,Lupe Fiasco's The Cool,ARPFHN61187FB575F6,,,,
288454,Tears,AR051KA1187B98B2FF,,,,
190811,The Bucket List,AR8IEZO1187B99055E,,,,
559989,Nothing To Remember,AR558FS1187FB45658,,,,
1818,Love Angel Music Baby,ARVBRGZ1187FB4675A,,,,
219272,Major Impacts,ARWB3G61187FB49404,,,,
560818,Harsh Realities,AREVWGE1187B9B890A,,,,
715197,Gypsy (Original Broadway Cast),AR2JD2Z1187B998A90,,,,
395333,New Grass Revival With Leon Russell Live,AR7TTCH1187FB3F95C,,,,
138157,Live In The Lou,ARF6ZTO1187FB3684F,,,,
15327,Lyricist Lounge Vol. 1,ARPYBWQ1187B989C0D,,,,
296872,Daughters Of the Celtic Moon: A Windham Hill Collection featuring Lisa Lynne,ARU0HTX1187B98B4C6,,,,
307149,Love Songs,ARUE3AK1187B9AC923,,,,
386702,Joue Legrand & Becaud,AR6W9T51187B9A8B8E,,,,
658324,Rattlesnake!,ARQ05GM1187B990512,,,,
463518,Chasing Monsters,AR1Y2PT1187FB5B9CE,,,,
323381,That Which Remains,ARXN7S71187B9941BE,,,,
708200,Ain't No Love (Ain't No Use),AR1072G1187FB5B351,,,,
212353,The Faithless,ARXIIEY1187FB44EAF,,,,
48411,Stop The Clocks,ARBUOOR1187B997391,,,,
748222,Santa Claus Is Coming To Town,ARQ9BO41187FB5CF1F,,,,
252341,Something Deeper Than These Changes,ARGC7FQ1187FB409CC,,,,
588630,Ocean,ARRS5961187B99F9DE,,,,
